usd_cleaning_fee,f_property_type,f_room_type,f_room_type2,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,p_host_response_rate,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_reviews_per_month,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,price,id,neighbourhood_cleansed,cancellation_policy,room_type,property_type,ln_price,n_accommodates2,ln_accommodates,ln_accommodates2,ln_beds,f_bathroom,ln_number_of_reviews,f_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,n_days_since2,n_days_since3,ln_review_scores_rating,f_minimum_nights
NA,House,Private room,Private,flexible,Real Bed,Hackney,29,100,1,1,87,3,1,0.35,0,1,1,259,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13341339,Hackney,flexible,Private room,House,3.367295829986474,1,0,0,0,1,1.3862943611198906,1,5.556828061699537,30.878338107291437,171.58561569324323,67081,17373979,4.465908118654584,1
NA,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,100,NA,4,1,94,10,1,0.47,0,2,2,636,0.47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,100,4855306,Hackney,moderate,Entire home/apt,Apartment,4.605170185988092,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,2.3978952727983707,1,6.455198563340122,41.66958849214838,268.9854677694903,404496,257259456,4.543294782270004,2
NA,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,110,100,4,1,NA,0,1,NA,0,3,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,110,16372752,Hackney,flexible,Entire home/apt,Apartment,4.700480365792417,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,3
20,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,114,NA,2,1,NA,0,1,NA,10,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,114,5586775,Hackney,flexible,Entire home/apt,Apartment,4.736198448394496,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,2
25,Apartment,Private room,Private,strict,Real Bed,Hackney,35,100,2,1,86,23,1,1.45,20,1,1,474,1.45,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,35,8578277,Hackney,strict,Private room,Apartment,3.5553480614894135,4,0.6931471805599453,0.4804530139182014,0,1,3.1780538303479458,1,6.161207321695077,37.960475660909026,233.88236057702042,224676,106496424,4.454347296253507,1
NA,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,80,33,2,1,100,1,1,0.04,0,1,1,792,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,80,4761334,Hackney,flexible,Entire home/apt,Apartment,4.382026634673881,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,6.674561391814426,44.549769773099726,297.35017334175274,627264,496793088,4.605170185988092,1
16,Apartment,Entire home/apt,Entire/Apt,flexible,Couch,Hackney,45,NA,5,1,NA,0,1,NA,0,7,2,NA,NA,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,45,446634,Hackney,flexible,Entire home/apt,Apartment,3.8066624897703196,25,1.6094379124341003,2.5902903939802346,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,3
NA,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,78,NA,5,1,100,2,2,0.14,10,2,3,428,0.14,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,78,9573493,Hackney,moderate,Entire home/apt,Apartment,4.356708826689592,25,1.6094379124341003,2.5902903939802346,1.0986122886681098,1,1.0986122886681098,1,6.059123195581797,36.71297389923736,222.4484317316582,183184,78402752,4.605170185988092,2
NA,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,100,NA,2,1,NA,0,1,NA,0,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,100,4703250,Hackney,flexible,Entire home/apt,Apartment,4.605170185988092,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1
10,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,80,80,2,1,93,4,1,0.44,0,1,1,274,0.44,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,80,12432642,Hackney,flexible,Entire home/apt,Apartment,4.382026634673881,4,0.6931471805599453,0.4804530139182014,0,1,1.6094379124341003,1,5.6131281063880705,31.507207138723725,176.85398994416101,75076,20570824,4.532599493153256,1
15,House,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,200,100,6,3,100,2,2,0.1,10,4,3,619,0.1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,200,6479935,Hackney,moderate,Entire home/apt,House,5.298317366548036,36,1.791759469228055,3.210401995568401,1.0986122886681098,2,1.0986122886681098,1,6.428105272684596,41.32053739671551,265.612764309988,383161,237176659,4.605170185988092,3
90,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,250,100,4,1,89,17,1,1.63,0,2,2,310,1.63,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,250,12595788,Hackney,strict,Entire home/apt,Apartment,5.521460917862246,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,2.8903717578961645,1,5.736572297479192,32.908261724205694,188.78062256527323,96100,29791000,4.48863636973214,2
20,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,140,100,6,1,97,6,4,0.41,10,1,3,435,0.41,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,140,9851434,Hackney,moderate,Entire home/apt,Apartment,4.941642422609304,36,1.791759469228055,3.210401995568401,1.0986122886681098,1,1.9459101490553132,1,6.075346031088684,36.909829397465025,224.23998553804958,189225,82312875,4.574710978503383,1
40,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,95,100,7,1,100,7,3,0.35,15,3,4,602,0.35,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,95,4423265,Hackney,strict,Entire home/apt,Apartment,4.553876891600541,49,1.9459101490553132,3.7865663081964716,1.3862943611198906,1,2.0794415416798357,1,6.400257445308821,40.963295366230994,262.17563615210423,362404,218167208,4.605170185988092,3
18,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,90,100,6,1,100,2,1,0.98,10,1,3,60,0.98,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,90,16377308,Hackney,strict,Entire home/apt,Apartment,4.499809670330265,36,1.791759469228055,3.210401995568401,1.0986122886681098,1,1.0986122886681098,1,4.0943445622221,16.763657394197683,68.63618949488759,3600,216000,4.605170185988092,1
35,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,100,100,4,1,100,8,4,1.36,35,1,2,174,1.36,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,100,14606238,Hackney,flexible,Entire home/apt,Apartment,4.605170185988092,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,2.1972245773362196,1,5.159055299214529,26.615851580353514,137.3126501387302,30276,5268024,4.605170185988092,1
6,Apartment,Private room,Private,flexible,Real Bed,Hackney,49,100,1,1,97,54,1,4.01,0,4,1,403,4.01,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,49,10356018,Hackney,flexible,Private room,Apartment,3.8918202981106265,1,0,0,0,1,4.007333185232471,2,5.998936561946683,35.98723987426068,215.88516904524795,162409,65450827,4.574710978503383,3
40,House,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,156,100,8,2,93,6,1,0.66,0,2,5,270,0.66,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,156,12491585,Hackney,moderate,Entire home/apt,House,5.049856007249537,64,2.0794415416798357,4.324077125263812,1.6094379124341003,2,1.9459101490553132,1,5.598421958998375,31.342328430995202,175.46757973422262,72900,19683000,4.532599493153256,2
5,Apartment,Private room,Private,moderate,Real Bed,Hackney,32,100,2,1,92,45,1,2.65,10,2,1,508,2.65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,8711039,Hackney,moderate,Private room,Apartment,3.4657359027997265,4,0.6931471805599453,0.4804530139182014,0,1,3.828641396489095,1,6.230481447578482,38.81889906861966,241.86043046245638,258064,131096512,4.5217885770490405,2
40,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,98,100,6,1,100,1,1,0.28,0,5,2,104,0.28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,98,14213592,Hackney,moderate,Entire home/apt,Apartment,4.584967478670572,36,1.791759469228055,3.210401995568401,0.6931471805599453,1,0.6931471805599453,1,4.6443908991413725,21.570366824027207,100.18121536865294,10816,1124864,4.605170185988092,3
71,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,49,80,6,1.5,86,40,2,2.52,15,2,3,476,2.52,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,49,9126441,Hackney,moderate,Entire home/apt,Apartment,3.8918202981106265,36,1.791759469228055,3.210401995568401,1.0986122886681098,1,3.713572066704308,1,6.16541785423142,38.01237731727557,234.36218979371228,226576,107850176,4.454347296253507,2
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,40,100,2,1,90,2,1,0.78,0,1,1,76,0.78,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,40,15728776,Hackney,flexible,Private room,Apartment,3.6888794541139363,4,0.6931471805599453,0.4804530139182014,0,1,1.0986122886681098,1,4.330733340286331,18.755251264667603,81.22399195734336,5776,438976,4.499809670330265,1
NA,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,250,100,6,2,93,6,1,1.17,0,2,3,153,1.17,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,250,14543905,Hackney,flexible,Entire home/apt,Apartment,5.521460917862246,36,1.791759469228055,3.210401995568401,1.0986122886681098,2,1.9459101490553132,1,5.030437921392435,25.305305680983047,127.29676931004454,23409,3581577,4.532599493153256,2
30,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,68,NA,4,1,80,3,2,0.33,8,3,2,275,0.33,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,68,11916825,Hackney,moderate,Entire home/apt,Apartment,4.219507705176107,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,1.3862943611198906,1,5.616771097666572,31.548117563582544,177.19855491691757,75625,20796875,4.382026634673881,3
NA,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,74,100,4,1,90,4,1,0.28,0,4,2,432,0.28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,74,9649388,Hackney,moderate,Entire home/apt,Apartment,4.30406509320417,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,1.6094379124341003,1,6.068425588244111,36.82578912005588,223.47456100342868,186624,80621568,4.499809670330265,3
50,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,99,0,5,1,NA,0,4,NA,30,4,3,NA,NA,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,99,7591933,Hackney,strict,Entire home/apt,Apartment,4.59511985013459,25,1.6094379124341003,2.5902903939802346,1.0986122886681098,1,0,0,NA,NA,NA,NA,NA,NA,3
30,House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,195,100,6,1.5,99,16,1,0.73,0,3,3,658,0.73,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,195,5360501,Hackney,strict,Entire home/apt,House,5.272999558563747,36,1.791759469228055,3.210401995568401,1.0986122886681098,1,2.833213344056216,1,6.489204931325317,42.109780640736815,273.2589961908967,432964,284890312,4.59511985013459,3
61,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,326,NA,4,1,NA,0,1,NA,0,7,1,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,326,385019,Hackney,strict,Entire home/apt,Apartment,5.786897381366708,16,1.3862943611198906,1.9218120556728056,0,1,0,0,NA,NA,NA,NA,NA,NA,3
NA,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,100,NA,4,1,NA,0,1,NA,0,3,2,NA,NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,100,4713410,Hackney,moderate,Entire home/apt,Apartment,4.605170185988092,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,3
40,House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,175,NA,5,2,NA,0,1,NA,0,14,4,NA,NA,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,175,3786448,Hackney,strict,Entire home/apt,House,5.1647859739235145,25,1.6094379124341003,2.5902903939802346,1.3862943611198906,2,0,0,NA,NA,NA,NA,NA,NA,3
30,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,79,NA,2,1,100,3,1,0.1,0,3,1,921,0.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,79,3215758,Hackney,strict,Entire home/apt,Apartment,4.3694478524670215,4,0.6931471805599453,0.4804530139182014,0,1,1.3862943611198906,1,6.825460036255307,46.5869047065183,317.9770562871749,848241,781229961,4.605170185988092,3
30,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,120,50,6,1.5,NA,1,1,0.2,0,1,3,151,0.2,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,120,15154862,Hackney,flexible,Entire home/apt,Apartment,4.787491742782046,36,1.791759469228055,3.210401995568401,1.0986122886681098,1,0.6931471805599453,1,5.017279836814924,25.173096960909593,126.30047181215875,22801,3442951,NA,1
NA,Apartment,Private room,Private,strict,Real Bed,Hackney,70,100,2,1,87,11,1,1.91,0,3,1,172,1.91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,70,14455636,Hackney,strict,Private room,Apartment,4.248495242049359,4,0.6931471805599453,0.4804530139182014,0,1,2.4849066497880004,1,5.147494476813453,26.496699388825,136.39161375776308,29584,5088448,4.465908118654584,3
50,House,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,145,100,6,2.5,NA,0,2,NA,15,5,3,NA,NA,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,145,11748821,Hackney,moderate,Entire home/apt,House,4.976733742420574,36,1.791759469228055,3.210401995568401,1.0986122886681098,2,0,0,NA,NA,NA,NA,NA,NA,3
10,Apartment,Private room,Private,strict,Couch,Hackney,50,100,2,1,96,80,1,3.28,6,1,1,731,3.28,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,50,5510855,Hackney,strict,Private room,Apartment,3.912023005428146,4,0.6931471805599453,0.4804530139182014,0,1,4.394449154672439,2,6.594413459749778,43.48628887812904,286.7665686925012,534361,390617891,4.564348191467836,1
18,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,180,NA,4,2,100,2,1,0.1,0,2,2,619,0.1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,180,6477784,Hackney,flexible,Entire home/apt,Apartment,5.19295685089021,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,2,1.0986122886681098,1,6.428105272684596,41.32053739671551,265.612764309988,383161,237176659,4.605170185988092,2
30,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,70,98,4,1,100,12,1,9.73,0,1,2,35,9.73,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,70,16723148,Hackney,strict,Entire home/apt,Apartment,4.248495242049359,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,2.5649493574615367,1,3.5553480614894135,12.640499838336531,44.941376596487025,1225,42875,4.605170185988092,1
30,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,120,100,6,2,100,3,6,0.16,0,3,3,566,0.16,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,120,6632588,Hackney,strict,Entire home/apt,Apartment,4.787491742782046,36,1.791759469228055,3.210401995568401,1.0986122886681098,2,1.3862943611198906,1,6.338594078203183,40.17777488823246,254.67060598193083,320356,181321496,4.605170185988092,3
NA,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,103,NA,4,1,88,6,1,0.36,0,2,2,497,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,7831696,Hackney,flexible,Entire home/apt,Apartment,4.634728988229636,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,1.9459101490553132,1,6.208590026096629,38.54659011214654,239.31997491030793,247009,122763473,4.477336814478207,2
NA,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,65,100,4,1,85,4,2,0.33,5,1,3,359,0.33,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,65,11518841,Hackney,flexible,Entire home/apt,Apartment,4.174387269895637,16,1.3862943611198906,1.9218120556728056,1.0986122886681098,1,1.6094379124341003,1,5.883322388488279,34.61348232688742,203.64227551732014,128881,46268279,4.442651256490317,1
40,House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,100,NA,4,2.5,NA,0,4,NA,25,7,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,100,3342409,Hackney,strict,Entire home/apt,House,4.605170185988092,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,2,0,0,NA,NA,NA,NA,NA,NA,3
25,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,90,100,4,1,95,26,2,2.29,15,2,1,340,2.29,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,90,11254913,Hackney,moderate,Entire home/apt,Apartment,4.499809670330265,16,1.3862943611198906,1.9218120556728056,0,1,3.295836866004329,1,5.8289456176102075,33.97660701305724,198.04779455002426,115600,39304000,4.553876891600541,2
40,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,60,83,2,1,97,22,2,0.94,0,2,2,699,0.94,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,60,5350927,Hackney,moderate,Entire home/apt,Apartment,4.0943445622221,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,1,3.1354942159291497,1,6.54965074223381,42.8979248452439,280.9664253029419,488601,341532099,4.574710978503383,2
20,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,110,NA,4,1,NA,0,4,NA,20,1,2,NA,NA,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,110,9144191,Hackney,strict,Entire home/apt,Apartment,4.700480365792417,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,1
NA,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,64,100,2,1,60,1,1,0.43,0,2,1,67,0.43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,64,16439801,Hackney,flexible,Entire home/apt,Apartment,4.1588830833596715,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,4.204692619390966,17.67944002356086,74.33661098203159,4489,300763,4.0943445622221,2
20,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,75,100,2,1,NA,0,1,NA,0,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75,17222014,Hackney,strict,Entire home/apt,Apartment,4.31748811353631,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1
NA,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,55,80,3,1,98,12,1,0.6,0,3,3,601,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,55,7201421,Hackney,flexible,Entire home/apt,Apartment,4.007333185232471,9,1.0986122886681098,1.206948960812582,1.0986122886681098,1,2.5649493574615367,1,6.398594934535208,40.942017136259615,261.97138345772447,361201,217081801,4.584967478670572,3
35,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,55,100,2,1,99,15,1,1.65,0,1,1,272,1.65,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,55,12674593,Hackney,strict,Entire home/apt,Apartment,4.007333185232471,4,0.6931471805599453,0.4804530139182014,0,1,2.772588722239781,1,5.605802066295998,31.42501680648848,176.16242414719957,73984,20123648,4.59511985013459,1
